record_id,store_name,store_type,address,city,state,zip,zip4,county,lat,lon
1028303,A-1 Market,Convenience Store,1420 Encinal Ave,Alameda,CA,94501,4015,ALAMEDA,37.76984,-122.26162
1456117,Alameda Grocery,Convenience Store,2001 Lincoln Ave,Alameda,CA,94501,2712,ALAMEDA,37.771049,-122.25083
1187920,Bonfare Market 25,Convenience Store,650 Central Ave,Alameda,CA,94501,7803,ALAMEDA,37.771416,-122.2774
804709,Golden 7 Food Store,Convenience Store,500 Lincoln Ave,Alameda,CA,94501,3237,ALAMEDA,37.775288,-122.28226
1485589,Grab N Go Mart,Convenience Store,1725 Park St,Alameda,CA,94501,1415,ALAMEDA,37.768768,-122.23943
1437349,Grand Market,Convenience Store,1702 Lincoln Ave,Alameda,CA,94501,2509,ALAMEDA,37.772514,-122.25513
1452026,High Street Market,Convenience Store,1505 High St,Alameda,CA,94501,1799,ALAMEDA,37.759434,-122.23097
762178,LINCOLN MARKET,Convenience Store,2070 Lincoln Ave,Alameda,CA,94501,2713,ALAMEDA,37.769726,-122.24843
769232,New Richs Market,Convenience Store,1543 Lincoln Ave,Alameda,CA,94501,2446,ALAMEDA,37.774384,-122.25877
1520173,Alcatraz Market,Convenience Store,1601 Alcatraz Ave,Berkeley,CA,94703,2611,ALAMEDA,37.848377,-122.27573
1518841,Bear Market,Convenience Store,2400 Durant Ave,Berkeley,CA,94720,2276,ALAMEDA,37.870834,-122.2596
1584364,Berkeley Mini Mart,Convenience Store,2552 Telegraph Ave,Berkeley,CA,94704,2918,ALAMEDA,37.864498,-122.25906
1323579,Campus Mini Mart,Convenience Store,2200 Durant Ave,Berkeley,CA,94704,1521,ALAMEDA,37.866676,-122.2654
1499559,Cedar Market,Convenience Store,1601 California St,Berkeley,CA,94703,1203,ALAMEDA,37.87685,-122.28026
1283125,City Lee Market,Convenience Store,2700 Martin Luther King Jr Way,Berkeley,CA,94703,2110,ALAMEDA,37.859608,-122.272
1446867,Derby Food Center No,Convenience Store,2707 College Ave,Berkeley,CA,94705,1213,ALAMEDA,37.861828,-122.25322
1607074,Food Town Market,Convenience Store,3049 Sacramento St,Berkeley,CA,94702,2734,ALAMEDA,37.851803,-122.27838
1579595,Gold Baer Food Center And Spirts,Convenience Store,1801 Euclid Ave,Berkeley,CA,94709,1317,ALAMEDA,37.875851,-122.26009
337838,J & B Fine Food's,Convenience Store,3242 Adeline St,Berkeley,CA,94703,2407,ALAMEDA,37.849792,-122.27151
545843,M & H MARKET,Convenience Store,3198 Adeline St,Berkeley,CA,94703,2466,ALAMEDA,37.850773,-122.27081
1569394,Ocean View Market,Convenience Store,1468 6th St,Berkeley,CA,94710,1431,ALAMEDA,37.875351,-122.30042
1594208,Rick And Morty Market,Convenience Store,1902 University Ave,Berkeley,CA,94704,1024,ALAMEDA,37.871304,-122.27274
1557788,Shattuck Market,Convenience Store,2441 Shattuck Ave,Berkeley,CA,94704,2022,ALAMEDA,37.865143,-122.26713
252381,Redwood Market 8,Convenience Store,19125 Redwood Rd,Castro Valley,CA,94546,3453,ALAMEDA,37.706806,-122.07404
1494934,Stop & Save Market 2,Convenience Store,20570 Stanton Ave,Castro Valley,CA,94546,5230,ALAMEDA,37.693821,-122.08965
1367031,Valley Convenient Mini Mart,Convenience Store,5285 Crow Canyon Rd,Castro Valley,CA,94552,4832,ALAMEDA,37.702393,-122.0473
1482210,65th Street Market,Convenience Store,6444 San Pablo Ave,Emeryville,CA,94608,1234,ALAMEDA,37.848,-122.28505
1481420,Al Maida Hot Food And Market,Convenience Store,5650 Market St,Emeryville,CA,94608,2837,ALAMEDA,37.840939,-122.27416
1246271,Emeryville Market,Convenience Store,4330 San Pablo Ave,Emeryville,CA,94608,3472,ALAMEDA,37.834072,-122.28075
322334,N & A Market,Convenience Store,3147 Adeline St,Emeryville,CA,94608,4411,ALAMEDA,37.823654,-122.28128
1046831,New Friendly Market,Convenience Store,3227 West St,Emeryville,CA,94608,4323,ALAMEDA,37.822449,-122.27299
1582357,Nirvana Mini Mart,Convenience Store,3823 San Pablo Ave,Emeryville,CA,94608,3804,ALAMEDA,37.829006,-122.27958
683758,A.K. Market & Groceries,Convenience Store,17651 Meekland Ave,Hayward,CA,94541,1314,ALAMEDA,37.682499,-122.1153
1242588,Cherryland Grocery,Convenience Store,688 Blossom Way,Hayward,CA,94541,1928,ALAMEDA,37.679211,-122.10149
1463307,Hayward Gas And Food,Convenience Store,391 W A St,Hayward,CA,94541,4838,ALAMEDA,37.666698,-122.10651
1471539,Hayward Gas Mart ,Convenience Store,22690 Foothill Blvd,Hayward,CA,94541,4206,ALAMEDA,37.67345,-122.07994
280606,LA GRANDE MARKET,Convenience Store,22766 3rd St,Hayward,CA,94541,4304,ALAMEDA,37.674473,-122.07579
1191120,La Raza Deli Market,Convenience Store,24495 Mohr Dr,Hayward,CA,94545,1913,ALAMEDA,37.645756,-122.11422
1331950,Meekland Minimart,Convenience Store,21726 Meekland Ave,Hayward,CA,94541,3865,ALAMEDA,37.672573,-122.10522
1373749,New Handy Corner Market,Convenience Store,446 Blossom Way,Hayward,CA,94541,1924,ALAMEDA,37.678123,-122.10473
1438445,R & H Market,Convenience Store,1201 A St,Hayward,CA,94541,2925,ALAMEDA,37.676296,-122.08001
484734,ROYAL MARKET,Convenience Store,698 W Sunset Blvd,Hayward,CA,94541,4720,ALAMEDA,37.668415,-122.11448
1185720,University Market,Convenience Store,26775 Hayward Blvd,Hayward,CA,94542,2082,ALAMEDA,37.65604,-122.04868
819703,Fast & Easy Mart Livermore 39,Convenience Store,3670 East Ave,Livermore,CA,94550,4862,ALAMEDA,37.679958,-121.75593
1053636,24-7 Gas And Food Mart,Convenience Store,8930 Bancroft Ave,Oakland,CA,94605,3969,ALAMEDA,37.75391,-122.16577
1292427,3 Rings Market,Convenience Store,501 E 18th St,Oakland,CA,94606,2413,ALAMEDA,37.798218,-122.24997
1059652,4m Foods,Convenience Store,6349 Macarthur Blvd,Oakland,CA,94605,1635,ALAMEDA,37.774239,-122.18021
1542061,880 Family Market,Convenience Store,620 98th Ave,Oakland,CA,94603,2210,ALAMEDA,37.736195,-122.18304
1476003,98th Gas And Mart,Convenience Store,2740 98th Ave,Oakland,CA,94605,4708,ALAMEDA,37.75185,-122.1534
1358014,A & P Service Mini Mart,Convenience Store,398 W Macarthur Blvd,Oakland,CA,94609,2819,ALAMEDA,37.825275,-122.26134
412453,A & R MARKET,Convenience Store,3615 Foothill Blvd,Oakland,CA,94601,3627,ALAMEDA,37.78067,-122.21857
1229967,Adnan Market,Convenience Store,2539 Market St,Oakland,CA,94607,3437,ALAMEDA,37.81739,-122.27762
1357955,Alshuja Market,Convenience Store,8017 Macarthur Blvd,Oakland,CA,94605,3545,ALAMEDA,37.763752,-122.16586
410122,BLACK & WHITE MARKET,Convenience Store,2681 Fruitvale Ave,Oakland,CA,94601,2034,ALAMEDA,37.790272,-122.22018
1443236,Bass Gas And Mart,Convenience Store,4251 International Blvd,Oakland,CA,94601,4537,ALAMEDA,37.77227,-122.21542
1387791,Chico's Market,Convenience Store,2801 Havenscourt Blvd,Oakland,CA,94605,2022,ALAMEDA,37.769684,-122.18204
1478017,Coliseum Gas & Food Mart,Convenience Store,845 66th Ave,Oakland,CA,94621,3715,ALAMEDA,37.756435,-122.20187
1577187,Dallaq Market,Convenience Store,6901 Lion Way,Oakland,CA,94621,3366,ALAMEDA,37.756607,-122.19764
1602363,Diamond Market,Convenience Store,2979 Macarthur Blvd,Oakland,CA,94602,3231,ALAMEDA,37.797333,-122.2053
1577074,Eagle 1 Food Mart,Convenience Store,4301 San Leandro St,Oakland,CA,94601,4445,ALAMEDA,37.770336,-122.21715
1385322,Easy Stop Market,Convenience Store,2118 International Blvd,Oakland,CA,94606,4904,ALAMEDA,37.784939,-122.23843
1331147,Family Market,Convenience Store,2222 62nd Ave,Oakland,CA,94605,1427,ALAMEDA,37.767345,-122.19227
1431117,Family Market Llc,Convenience Store,7475 Bancroft Ave,Oakland,CA,94605,2760,ALAMEDA,37.764973,-122.17602
1564102,Fast Fill Market,Convenience Store,449 Hegenberger Rd,Oakland,CA,94621,1417,ALAMEDA,37.736641,-122.19751
801455,Fast Gas & Mini Mart,Convenience Store,5910 Macarthur Blvd,Oakland,CA,94605,1634,ALAMEDA,37.776386,-122.18371
399892,Food 24 Convenience Market,Convenience Store,2900 Park Blvd,Oakland,CA,94610,3918,ALAMEDA,37.802773,-122.2386
1319304,Foothill  Market,Convenience Store,1906 Foothill Blvd,Oakland,CA,94606,4620,ALAMEDA,37.788082,-122.2393
1402950,Fremont Market & Deli,Convenience Store,4701 Foothill Blvd,Oakland,CA,94601,5349,ALAMEDA,37.773125,-122.20866
1555961,Freska Market,Convenience Store,1854 Church St,Oakland,CA,94621,3442,ALAMEDA,37.764042,-122.18571
1437144,Friends Market,Convenience Store,3501 International Blvd,Oakland,CA,94601,3521,ALAMEDA,37.775791,-122.22271
1181389,Gourmet Market,Convenience Store,1549 Jackson St,Oakland,CA,94612,4424,ALAMEDA,37.803253,-122.26448
1587266,Grab And Go Market,Convenience Store,4013 Telegraph Ave,Oakland,CA,94609,2469,ALAMEDA,37.829449,-122.26465
400499,Grand Express Market,Convenience Store,363 Grand Ave,Oakland,CA,94610,4827,ALAMEDA,37.808662,-122.25529
1390705,Handy Market,Convenience Store,1801 57th Ave,Oakland,CA,94621,4248,ALAMEDA,37.768463,-122.19872
1246613,Harrys Market,Convenience Store,9002 Macarthur Blvd,Oakland,CA,94605,4348,ALAMEDA,37.755512,-122.1613
317137,Holly Market,Convenience Store,7900 Holly St,Oakland,CA,94621,2363,ALAMEDA,37.758659,-122.17885
1511604,Home Town Grocery,Convenience Store,93 8th St,Oakland,CA,94607,4705,ALAMEDA,37.796692,-122.26541
1013367,Ideal Market,Convenience Store,2036 Market St,Oakland,CA,94607,3336,ALAMEDA,37.813019,-122.27915
1427982,Island Market,Convenience Store,2314 High St,Oakland,CA,94601,4399,ALAMEDA,37.779884,-122.20634
671744,JALOS MARKET,Convenience Store,2267 38th Ave,Oakland,CA,94601,3775,ALAMEDA,37.782928,-122.21124
668587,K & D Market,Convenience Store,1100 24th St,Oakland,CA,94607,2402,ALAMEDA,37.816998,-122.28246
1316770,K Market,Convenience Store,3401 International Blvd,Oakland,CA,94601,3035,ALAMEDA,37.776413,-122.2234
1116682,Keller Market,Convenience Store,4400 Keller Ave,Oakland,CA,94605,4233,ALAMEDA,37.773083,-122.1447
698816,LA RAZA MARKET 2,Convenience Store,1700 Seminary Ave,Oakland,CA,94621,4142,ALAMEDA,37.766655,-122.19728
313023,LUCKY TWO MARKET,Convenience Store,1901 103rd Ave,Oakland,CA,94603,3323,ALAMEDA,37.74231,-122.16227
1585276,Lucky Stop Market,Convenience Store,9965 Macarthur Blvd,Oakland,CA,94605,4853,ALAMEDA,37.745953,-122.15653
504106,M & B Market,Convenience Store,6310 Market St,Oakland,CA,94608,1323,ALAMEDA,37.847172,-122.27733
646573,MICROS MARKET,Convenience Store,4428 Martin Luther King Jr Way,Oakland,CA,94609,1838,ALAMEDA,37.833084,-122.26752
1353465,Marwa Market & Grill,Convenience Store,2517 Telegraph Ave,Oakland,CA,94612,1711,ALAMEDA,37.814598,-122.26836
1471730,Melrose Market,Convenience Store,4840 Melrose Ave,Oakland,CA,94601,5346,ALAMEDA,37.774315,-122.20533
1187505,Millennium Market,Convenience Store,1741 Market St,Oakland,CA,94607,3329,ALAMEDA,37.810982,-122.27998
1062754,Mills Food Center,Convenience Store,5911 Macarthur Blvd,Oakland,CA,94605,1639,ALAMEDA,37.776314,-122.18371
1408835,Munchrite Market,Convenience Store,1839 96th Ave,Oakland,CA,94603,1615,ALAMEDA,37.748371,-122.1664
1561562,N&M Market,Convenience Store,2731 13th Ave,Oakland,CA,94606,3223,ALAMEDA,37.798992,-122.23583
1466077,Nawah Market #2,Convenience Store,4730 International Blvd,Oakland,CA,94601,5210,ALAMEDA,37.770405,-122.21014
1570731,Oak Tree Market,Convenience Store,1454 High St,Oakland,CA,94601,4534,ALAMEDA,37.772804,-122.21412
1493429,Oakland Market,Convenience Store,1000 18th St,Oakland,CA,94607,2806,ALAMEDA,37.811844,-122.28212
621245,Oaks Market,Convenience Store,10501 Foothill Blvd,Oakland,CA,94605,5227,ALAMEDA,37.744896,-122.15003
1565061,Organic Best Food Market 1,Convenience Store,347 13th St,Oakland,CA,94612,3916,ALAMEDA,37.802349,-122.26905
395505,Popular Market,Convenience Store,1088 98th Ave,Oakland,CA,94603,2331,ALAMEDA,37.741844,-122.17579
1568519,Q & S Market,Convenience Store,1524 100th Ave,Oakland,CA,94603,2613,ALAMEDA,37.74313,-122.16709
1399713,Queen Of Sheba Market,Convenience Store,2286 35th Ave,Oakland,CA,94601,3203,ALAMEDA,37.785763,-122.21384
1140183,Quick Food & Gas,Convenience Store,3810 Broadway,Oakland,CA,94611,5616,ALAMEDA,37.826153,-122.25751
1551388,Rebuni Market,Convenience Store,6028 Telegraph Ave,Oakland,CA,94609,1311,ALAMEDA,37.846935,-122.26066
1464739,Rimy Mediterranean Grocery & Grill,Convenience Store,900 Market St,Oakland,CA,94607,3137,ALAMEDA,37.803402,-122.28142
338497,Rowaid Market,Convenience Store,2123 90th Ave,Oakland,CA,94603,1802,ALAMEDA,37.753414,-122.16619
1599002,S & S Market,Convenience Store,2235 35th Ave,Oakland,CA,94601,3202,ALAMEDA,37.785465,-122.21505
1520680,Saba Gift Market,Convenience Store,1226 International Blvd,Oakland,CA,94606,4333,ALAMEDA,37.790459,-122.24734
1075986,Saeed Market,Convenience Store,5035 E 12th St,Oakland,CA,94601,5616,ALAMEDA,37.767208,-122.21007
1495719,San Pablo Market,Convenience Store,2363 San Pablo Ave,Oakland,CA,94612,1136,ALAMEDA,37.814568,-122.27489
1215644,Shariff's Market,Convenience Store,1044 Willow St,Oakland,CA,94607,1419,ALAMEDA,37.810043,-122.29855
940281,Silver Mini Mart,Convenience Store,9755 Edes Ave,Oakland,CA,94603,2207,ALAMEDA,37.736462,-122.18353
1124297,Sky Market,Convenience Store,2645 14th Ave,Oakland,CA,94606,3239,ALAMEDA,37.796597,-122.23333
1496604,Sky Market,Convenience Store,8433 International Blvd,Oakland,CA,94621,1803,ALAMEDA,37.75333,-122.17753
1252243,Sunbeam Market 1,Convenience Store,1400 Adeline St,Oakland,CA,94607,2898,ALAMEDA,37.809685,-122.28606
435668,THE FOOD MILL,Convenience Store,3033 Macarthur Blvd,Oakland,CA,94602,3211,ALAMEDA,37.796757,-122.20416
1453506,Telegraph Produce & Market ,Convenience Store,3933 Telegraph Ave,Oakland,CA,94609,2421,ALAMEDA,37.828831,-122.26462
1601329,Temescal Produce Market,Convenience Store,5121 Telegraph Ave,Oakland,CA,94609,1925,ALAMEDA,37.837425,-122.26234
1554692,Tony Star Gas And Food,Convenience Store,3609 International Blvd,Oakland,CA,94601,3523,ALAMEDA,37.775322,-122.22175
1261134,USA Food Mart,Convenience Store,2400 Market St,Oakland,CA,94607,3436,ALAMEDA,37.81609,-122.27782
1398935,Uptown 7 Market Cigarette And Tobacco Inc,Convenience Store,595 15th St,Oakland,CA,94612,1409,ALAMEDA,37.806267,-122.27422
1289102,Uptown Market,Convenience Store,5635 Shattuck Ave,Oakland,CA,94609,1638,ALAMEDA,37.841812,-122.26475
1410870,Woominster Market,Convenience Store,5000 Woodminster Ln,Oakland,CA,94602,2614,ALAMEDA,37.811279,-122.19738
1207691,Coles Market,Convenience Store,4277 1st St,Pleasanton,CA,94566,7123,ALAMEDA,37.662254,-121.87133
1556687,A&A Snack Market,Convenience Store,1786 Bancroft Ave,San Leandro,CA,94577,5206,ALAMEDA,37.722858,-122.14571
1609907,Super Gas & Mart San Leandro 2,Convenience Store,1088 Marina Blvd,San Leandro,CA,94577,3437,ALAMEDA,37.712708,-122.162
1220370,Terrace Market,Convenience Store,16250 Foothill Blvd,San Leandro,CA,94578,2105,ALAMEDA,37.702118,-122.10953
1519283,Model Food Mart,Convenience Store,100 Lewelling Blvd,San Lorenzo,CA,94580,1630,ALAMEDA,37.68644,-122.12527
1195775,Quik Mart,Convenience Store,331 Lewelling Blvd,San Lorenzo,CA,94580,1633,ALAMEDA,37.686882,-122.12781
1204488,Red Corral Mini Mart,Convenience Store,22500 Highway 88,Pioneer,CA,95666,    ,AMADOR,38.415573,-120.61006
1592924,Day & Night Food Mart,Convenience Store,30 Ridge Rd,Sutter Creek,CA,95685,9677,AMADOR,38.37809,-120.80171
1240147,Bangor Grocery,Convenience Store,5704 La Porte Rd,Bangor,CA,95914,9719,BUTTE,39.389091,-121.40491
617040,ALL STOP MARKET,Convenience Store,454 B St,Biggs,CA,95917,9796,BUTTE,39.413456,-121.70988
1274141,Biggs Market,Convenience Store,492 B St,Biggs,CA,95917,9796,BUTTE,39.41293,-121.71181
867530,ABC MARKET,Convenience Store,715 W 9th St,Chico,CA,95928,5136,BUTTE,39.721527,-121.84087
1550606,Blue Oval Market,Convenience Store,938 Mangrove Ave,Chico,CA,95926,3950,BUTTE,39.739704,-121.8355
1152458,Boucher St Market,Convenience Store,1406 Boucher St,Chico,CA,95928,7585,BUTTE,39.727894,-121.82333
1153179,California Park Market,Convenience Store,800 Bruce Rd,Chico,CA,95928,3823,BUTTE,39.750908,-121.795
942157,Corner Market,Convenience Store,1194 E Lassen Ave,Chico,CA,95973,884,BUTTE,39.773563,-121.84469
1479691,Fair Street Market,Convenience Store,2049 Fair St,Chico,CA,95928,6744,BUTTE,39.720646,-121.81966
1250903,Fair Street Market,Convenience Store,455 E 20th St,Chico,CA,95928,4414,BUTTE,39.72213,-121.82078
1044803,Gojo Market,Convenience Store,735 Nord Ave,Chico,CA,95926,4609,BUTTE,39.729477,-121.85625
894948,Hwy 32 Mini Mart,Convenience Store,1295 E 8th St,Chico,CA,95928,5921,BUTTE,39.734642,-121.82249
1425397,Kwikee Mart Gas & Food,Convenience Store,3990 Esplanade,Chico,CA,95973,200,BUTTE,39.792564,-121.89777
1065887,Mangrove Mini Mart,Convenience Store,1504 Mangrove Ave,Chico,CA,95926,2646,BUTTE,39.745659,-121.84094
440757,NORD AVENUE MARKET,Convenience Store,409 Nord Ave,Chico,CA,95926,4701,BUTTE,39.727108,-121.85299
1472791,Pdq Mini Mart,Convenience Store,156 Eaton Rd,Chico,CA,95973,299,BUTTE,39.772884,-121.87686
1053728,Quick Stop Market,Convenience Store,2269 Nord Ave,Chico,CA,95926,3036,BUTTE,39.740192,-121.87991
1274522,Sierra Market,Convenience Store,1646 Park Ave,Chico,CA,95928,6604,BUTTE,39.721066,-121.82652
847837,Skyway Gas & Food,Convenience Store,1199 Skyway,Chico,CA,95928,8345,BUTTE,39.714287,-121.78855
1214392,Tina's Mini Mart,Convenience Store,1350 Longfellow Ave,Chico,CA,95926,1535,BUTTE,39.751461,-121.82499
1385015,Tina's Mini Mart 2,Convenience Store,1631 Park Ave,Chico,CA,95928,6603,BUTTE,39.721245,-121.82672
324129,WARNER STREET GROCERY,Convenience Store,1147 Warner St,Chico,CA,95926,3845,BUTTE,39.735443,-121.85373
1575454,G & S Mart,Convenience Store,1605 W Biggs Gridley Rd,Gridley,CA,95948,2355,BUTTE,39.36319,-121.70694
547205,MAC'S MARKET,Convenience Store,550 E Gridley Rd,Gridley,CA,95948,9412,BUTTE,39.363434,-121.66213
1312726,More 4 Less Mart,Convenience Store,14468 Skyway,Magalia,CA,95954,9349,BUTTE,39.833824,-121.59648
979175,Alliance Food And Gas,Convenience Store,133 Table Mountain Blvd,Oroville,CA,95965,3503,BUTTE,39.523155,-121.55724
754031,Billy Bob Market,Convenience Store,841 Grand Ave,Oroville,CA,95965,4013,BUTTE,39.514729,-121.5837
666336,Bruce's Grocery Store,Convenience Store,1710 Pine St,Oroville,CA,95965,5881,BUTTE,39.509167,-121.55789
816080,Eazy Stop Market,Convenience Store,3296 Foothill Blvd,Oroville,CA,95966,7720,BUTTE,39.483147,-121.50594
785714,FOOD EXPRESS,Convenience Store,671 Montgomery St,Oroville,CA,95965,4512,BUTTE,39.509342,-121.56941
1489759,Food Mart,Convenience Store,555 Oro Dam Blvd E,Oroville,CA,95965,5716,BUTTE,39.49815,-121.56885
1487868,Gold City Market,Convenience Store,1275 Feather River Blvd,Oroville,CA,95965,4565,BUTTE,39.509743,-121.56919
1353004,Golden Feather Marketplace,Convenience Store,751 Oro Dam Blvd W,Oroville,CA,95965,4487,BUTTE,39.497982,-121.58246
535600,Jerry's Market,Convenience Store,2257 Oro Quincy Hwy,Oroville,CA,95966,5119,BUTTE,39.510876,-121.54221
1319181,Jiffy Food Store,Convenience Store,1408 Oro Dam Blvd W,Oroville,CA,95965,4349,BUTTE,39.498085,-121.59622
1384625,Lucky's Food And Gas 2,Convenience Store,2301 Oro Dam Blvd E,Oroville,CA,95966,6005,BUTTE,39.505352,-121.54769
1488596,Lucky's In & Out Inc. Dba Tom's Market,Convenience Store,4855 Lincoln Blvd,Oroville,CA,95966,6924,BUTTE,39.483776,-121.55082
1575694,Mj 11 Market Inc,Convenience Store,3464 Myers St,Oroville,CA,95966,6560,BUTTE,39.497425,-121.54899
333235,Southside Mini Mart,Convenience Store,3110 Myers St,Oroville,CA,95966,6555,BUTTE,39.50005,-121.54858
974573,USA Mini Mart,Convenience Store,2030 3rd St,Oroville,CA,95965,3498,BUTTE,39.520523,-121.57175
1126221,Val's Foods,Convenience Store,2595 Oro Bangor Hwy,Oroville,CA,95966,6733,BUTTE,39.493984,-121.54361
1185854,Vasu Gas & Food,Convenience Store,2401 5th Ave,Oroville,CA,95965,5819,BUTTE,39.501137,-121.56493
709168,Farmer's Market,Convenience Store,2191 Palermo Rd,Palermo,CA,95968,9701,BUTTE,39.435234,-121.54758
1288446,Lucky Food And Gas,Convenience Store,7422 Lincoln Blvd,Palermo,CA,95968,9638,BUTTE,39.434776,-121.55144
1481274,Skyway Mini Mart,Convenience Store,5309 Skyway,Paradise,CA,95969,5626,BUTTE,39.746792,-121.63745
1568036,Pari Mart Gas,Convenience Store,141 Saint Charles St W,San Andreas,CA,95249,7731,CALAVERAS,38.19685,-120.68375
903876,Valley Springs Mini Mart,Convenience Store,33 S Highway 26,Valley Springs,CA,95252,9689,CALAVERAS,38.191246,-120.82845
1133460,Village  Gas  N  Mart,Convenience Store,10 Vista del Lago Dr,Valley Springs,CA,95252,8796,CALAVERAS,38.168774,-120.83923
828980,College City Market,Convenience Store,701 Main St,College City,CA,95912,9573,COLUSA,39.00576,-122.00696
1346165,Jacks Market,Convenience Store,40 2nd St,Colusa,CA,95932,2762,COLUSA,39.21426,-122.00353
275300,CALDWELL MINI MART,Convenience Store,142 Hwy 99 West,Maxwell,CA,95955,    ,COLUSA,39.276489,-122.19546
1125984,Williams Express Mart 1,Convenience Store,301 Vann St,Williams,CA,95987,5158,COLUSA,39.15799,-122.14024
1384494,Bizi Mart,Convenience Store,3912 Delta Fair Blvd,Antioch,CA,94509,4010,CONTRA COSTA,38.003178,-121.84634
1490282,Buchanan Market and More,Convenience Store,2335 Buchanan Rd,Antioch,CA,94509,4402,CONTRA COSTA,37.998146,-121.84007
1409761,Dutch Pride Gas And Food,Convenience Store,507 E 18th St,Antioch,CA,94509,2743,CONTRA COSTA,38.005154,-121.79644
1269584,Johnny's Market,Convenience Store,622 W 9th St,Antioch,CA,94509,1696,CONTRA COSTA,38.011936,-121.81484
1368658,La Bonita Market 1,Convenience Store,1068 Sycamore Dr,Antioch,CA,94509,3200,CONTRA COSTA,38.004333,-121.82062
1430026,La Chicana Market,Convenience Store,2243 Willow Pass Rd,Bay Point,CA,94565,1728,CONTRA COSTA,38.026428,-121.93367
1542085,Bethel Market,Convenience Store,6235 Bethel Island Rd,Bethel Island,CA,94511,119,CONTRA COSTA,38.015514,-121.64094
942226,Gateway Gas & Mart,Convenience Store,3615 Gateway Rd.,Bethel Island,CA,94511,    ,CONTRA COSTA,38.019508,-121.62906
1600217,Bonfare Markets 28,Convenience Store,2800 Grant St,Concord,CA,94520,4638,CONTRA COSTA,37.990101,-122.04092
1160451,Mas Primos Market,Convenience Store,1301 Galindo St,Concord,CA,94520,2804,CONTRA COSTA,37.969219,-122.03194
1590010,Okidoky Market,Convenience Store,1895 Farm Bureau Rd,Concord,CA,94519,2353,CONTRA COSTA,37.982704,-122.01572
1512292,Pari-mart Inc,Convenience Store,2898 Willow Pass Rd,Concord,CA,94519,2548,CONTRA COSTA,37.979626,-122.02457
1018038,Seven Stars Market,Convenience Store,1500 Monument Blvd,Concord,CA,94520,4293,CONTRA COSTA,37.952698,-122.04286
1551658,Crockett Fuel & Market,Convenience Store,1245 Pomona St,Crockett,CA,94525,1127,CONTRA COSTA,38.052227,-122.22337
687373,J & L Market,Convenience Store,491 Pomona St,Crockett,CA,94525,1566,CONTRA COSTA,38.052723,-122.21325
1551300,Michael's Market,Convenience Store,1502 Discovery Bay Blvd,Discovery Bay,CA,94505,9339,CONTRA COSTA,37.904182,-121.60249
798920,APPIAN EXPRESS MART & GAS,Convenience Store,4917 Appian Way,El Sobrante,CA,94803,1917,CONTRA COSTA,37.975487,-122.29853
1454302,Jacksons Food Stores 203,Convenience Store,500 Appian Way,El Sobrante,CA,94803,1669,CONTRA COSTA,37.979362,-122.29548
1498574,United Food Mart 1,Convenience Store,521 Appian Way,El Sobrante,CA,94803,1603,CONTRA COSTA,37.979168,-122.29649
869781,MARINA MARKET,Convenience Store,735 Escobar St,Martinez,CA,94553,1113,CONTRA COSTA,38.018246,-122.13644
1535036,Martinez Food Mart 1,Convenience Store,3767 Alhambra Ave,Martinez,CA,94553,3803,CONTRA COSTA,37.997124,-122.13194
620915,Valley Convenient Mart,Convenience Store,835 Alhambra Ave,Martinez,CA,94553,1603,CONTRA COSTA,38.015362,-122.13714
1382117,La Mixteca Market Y Carniceria,Convenience Store,3587 Main St,Oakley,CA,94561,3174,CONTRA COSTA,37.997707,-121.71295
978372,One Stop Market,Convenience Store,5206 Pacheco Blvd,Pacheco,CA,94553,5104,CONTRA COSTA,37.991253,-122.07338
832131,Smart Stop,Convenience Store,1007 San Pablo Ave,Pinole,CA,94564,2339,CONTRA COSTA,38.004482,-122.30441
1141485,Bonfare Market 29,Convenience Store,4102 Railroad Ave,Pittsburg,CA,94565,6534,CONTRA COSTA,38.000233,-121.89576
1000833,Dos Cunados Market,Convenience Store,3105 Railroad Ave,Pittsburg,CA,94565,5215,CONTRA COSTA,38.007149,-121.89299
1015794,Valley Market,Convenience Store,525 E 12th St,Pittsburg,CA,94565,2605,CONTRA COSTA,38.024189,-121.87898
1328187,A & A Ellinwood Market,Convenience Store,1300 Contra Costa Blvd,Pleasant Hill,CA,94523,2409,CONTRA COSTA,37.958824,-122.06098
1116544,3M Mom & Pops Supermarket,Convenience Store,1205 Fred Jackson Way,Richmond,CA,94801,1902,CONTRA COSTA,37.950703,-122.36697
1092037,4th Street Market,Convenience Store,301 4th St,Richmond,CA,94801,3001,CONTRA COSTA,37.935959,-122.36568
1422324,Bay View Market Inc.,Convenience Store,1025 S 47th St,Richmond,CA,94804,4425,CONTRA COSTA,37.918125,-122.32825
657699,CARLSON FOOD MARKET,Convenience Store,1481 Carlson Blvd,Richmond,CA,94804,4929,CONTRA COSTA,37.911724,-122.31889
1273421,Family Market,Convenience Store,700 Pennsylvania Ave,Richmond,CA,94801,2262,CONTRA COSTA,37.942554,-122.36242
1324420,J And S Market,Convenience Store,16 Bissell Ave,Richmond,CA,94801,3402,CONTRA COSTA,37.933891,-122.36943
1430030,La Tiendona Market & Produce,Convenience Store,1700 Ohio Ave,Richmond,CA,94804,2616,CONTRA COSTA,37.930592,-122.35285
1035867,M & O Mart  & Deli,Convenience Store,1551 Nevin Plz,Richmond,CA,94801,3242,CONTRA COSTA,37.936905,-122.35477
